Gene	RR3_HRT_FLT_F1	RR3_HRT_FLT_F2	RR3_HRT_FLT_F9	RR3_HRT_GC_G7	RR3_HRT_GC_G8
ENSMUSG00000048997	1.607366853	0.917041222	1.407766399	1.203367376	1.402703612
ENSMUSG00000049001	6.07090096	5.954122714	7.674337967	9.569635796	7.948653801
ENSMUSG00000049037	1.21170732	1.368916606	0.997503048	1.489883417	0.818243774
ENSMUSG00000049038	18.32398212	16.89216511	19.12953426	16.01624674	18.55659987
ENSMUSG00000049044	11.68432058	14.4600123	12.10679103	13.45192816	15.22517879
ENSMUSG00000049047	15.81401696	15.17769674	13.6030456	11.48929328	12.50744054
ENSMUSG00000049076	20.93286217	28.10930701	21.91264821	18.99601357	23.93363038
ENSMUSG00000049086	2.633608767	2.03343923	2.035227993	1.962634886	2.630069272
ENSMUSG00000049090	50.06329529	56.49771352	40.65629359	44.08049303	43.7175959
ENSMUSG00000049091	20.77212548	18.87244253	23.72287491	19.62634886	26.15457776
ENSMUSG00000049092	3.721672482	4.851015157	4.376142405	4.154482606	4.763347682
ENSMUSG00000049093	0.061821802	0.066452262	0.040221897	0	0.058445984
ENSMUSG00000049097	1.112792437	1.302464344	0.748127286	0.630335292	1.110473693
ENSMUSG00000049100	0.061821802	0.225937692	0.080443794	0.128932219	0.058445984
ENSMUSG00000049103	1.545545051	1.673799586	1.80998537	2.492689564	1.928717466
ENSMUSG00000049106	36.78397221	39.00747805	37.91316021	36.3302341	45.06185353
ENSMUSG00000049107	1.792832259	1.501821131	1.995006096	1.57583823	2.074832426
ENSMUSG00000049109	1.582638132	0.332261312	0.088488174	0.401122459	0.058445984
ENSMUSG00000049112	0.160736685	0.079742715	0.514840283	0.057303208	0
ENSMUSG00000049115	25.26038831	21.3976285	27.43133382	24.22493133	26.35913871
ENSMUSG00000049119	5.230124452	4.22636389	5.69542063	4.842121106	6.429058221
ENSMUSG00000049122	0.284380289	0.305680407	0.104576932	0.415448261	0
ENSMUSG00000049123	0.039936884	0	0.10473782	0.035814505	0
ENSMUSG00000049124	0.166177004	0.227665451	0.445095513	0.141825441	0.231446096
ENSMUSG00000049130	2.633608767	2.804285475	1.512343331	1.762073657	1.753379515
ENSMUSG00000049134	430.7866809	480.0511438	525.5553963	427.2383957	666.7517835
ENSMUSG00000049148	0.358566452	0.186066335	0.193065106	0.143258021	0.233783935
ENSMUSG00000049152	0.136007964	0.026580905	0.088488174	0	0
ENSMUSG00000049154	0.346202091	0.239228145	0.160887588	0.257864438	0.204560943
ENSMUSG00000049164	14.68886016	16.29409475	15.03920866	14.87018257	16.18953752
ENSMUSG00000049184	1.755739178	1.648016108	1.295145087	1.57583823	2.60084628
ENSMUSG00000049191	2.015390746	1.395497511	1.423855157	1.676118844	1.110473693
ENSMUSG00000049225	36.52432064	39.22012529	38.73368691	37.29006284	41.9349934
ENSMUSG00000049230	0.515099255	0.574944975	0.554740405	0.421465097	0.163648755
ENSMUSG00000049232	10.2129617	10.24693887	10.31289442	10.55811614	13.26723833
ENSMUSG00000049233	0.628480439	0.242417853	0.844096733	0.564436602	0.702812956
ENSMUSG00000049241	0.939691391	1.196140724	0.69181663	0.429774063	0.61368283
ENSMUSG00000049252	0.408023893	0.37213267	0.370041453	0.186235427	0.087668976
ENSMUSG00000049265	118.4505727	100.0771072	106.7489149	98.37528295	147.6930011
ENSMUSG00000049281	0.655311102	0.691103529	0.876837357	0.931177136	0.847466765
ENSMUSG00000049285	0.5934893	0.279099502	0.538973421	0.329493448	0.496790863
ENSMUSG00000049287	16.5187855	18.1547581	12.62967569	13.17973792	20.16386442
ENSMUSG00000049288	32.12260834	33.23942167	29.04020971	27.07576595	34.19090054
ENSMUSG00000049295	9.570014955	7.960981039	7.384740308	7.621326712	9.789702291
ENSMUSG00000049299	22.94825292	20.28123049	21.46240429	20.48589699	18.38126191
ENSMUSG00000049300	2.361592838	2.4055719	2.871843453	2.678924991	3.039191159
ENSMUSG00000049303	0.61821802	0.810717602	0.82857108	0.945502938	1.402703612
ENSMUSG00000049305	11.65959186	10.61907154	10.01525238	9.913455046	13.64713722
ENSMUSG00000049307	0.90259831	1.116398009	1.295145087	1.23201898	2.13327841
ENSMUSG00000049313	40.74056754	40.86814139	44.50150695	43.10633849	68.14801714
ENSMUSG00000049321	3.63512196	3.827650316	4.006100951	4.369369637	3.302198086
ENSMUSG00000049323	24.1723246	29.83706583	25.50068276	22.31959966	32.11606811
ENSMUSG00000049327	94.19169758	114.404215	99.94336992	105.5095324	130.7436658
ENSMUSG00000049336	0.284380289	0.358842217	0.305686418	0.27219024	0.263006927
ENSMUSG00000049339	13.13095075	13.82207059	11.62412826	12.74996386	13.41335329
ENSMUSG00000049349	0.210194127	0.225937692	0.482662765	0.300841844	0.204560943
ENSMUSG00000049353	0.185465406	0.05316181	0.064355035	0.128932219	0
ENSMUSG00000049354	51.18845208	55.16866827	51.0094099	46.6018342	58.59209879
ENSMUSG00000049357	0.148372325	0.119614072	0.13675445	0.028651604	0.175337951
ENSMUSG00000049382	0.568760579	0.225937692	0.361997074	0.100280615	0.526013854
ENSMUSG00000049396	3.870415738	5.738152861	5.315404146	4.106204653	5.463822798
ENSMUSG00000049401	22.19402693	19.7761933	19.73286272	21.88982559	29.60289081
ENSMUSG00000049404	0.01236436	0.172775882	0.088488174	0.028651604	0
ENSMUSG00000049409	0.469845695	0.225937692	0.321775177	0.759267511	0.818243774
ENSMUSG00000049411	3.907137889	3.202999049	3.442994392	2.822183012	3.272975094
ENSMUSG00000049414	0.217736387	0.487493797	0.153808535	0.338661961	0.36207287
ENSMUSG00000049420	0.148372325	0.172775882	0.217198244	0.114606417	0.204560943
ENSMUSG00000049421	28.61112998	31.5515342	30.44548235	30.21311661	37.9606665
ENSMUSG00000049422	419.3249188	345.0733083	379.533821	344.0627888	430.9222388
ENSMUSG00000049436	0.692404183	0.837298507	0.949236772	0.128932219	0.350675903
ENSMUSG00000049439	8.407765077	8.279951899	7.931758108	8.781716681	7.159633019
ENSMUSG00000049470	74.32217041	89.01945075	75.27930262	74.63742889	104.852095
ENSMUSG00000049482	2.621244406	2.29924828	2.727044623	2.449712157	1.98716345
ENSMUSG00000049488	2.584151325	2.19292466	1.922606681	2.148870313	1.636487547
ENSMUSG00000049489	8.753967168	8.718536831	8.5994416	10.2859259	10.63716906
ENSMUSG00000049493	0.074186162	0.026580905	0	0.229212833	0.204560943
ENSMUSG00000049502	16.35804882	17.38391185	15.90373811	17.8356236	31.88228418
ENSMUSG00000049504	5.032294686	5.688313664	4.215254816	4.283414825	5.610814447
ENSMUSG00000049511	0	0.026580905	0.040221897	0.042977406	0.14611496
ENSMUSG00000049515	0.01236436	0.10632362	0	0.028651604	0
ENSMUSG00000049516	10.85590844	10.57920018	8.60748598	9.225816546	10.87095299
ENSMUSG00000049517	225.081806	197.444557	228.48475	234.1069572	228.9744153
ENSMUSG00000049521	16.06130417	14.75240226	15.09125579	13.48057977	14.87450288
ENSMUSG00000049526	0.098914883	0.146194977	0.032177518	0.085954813	0.14611496
ENSMUSG00000049532	1.718646097	1.368916606	1.472121434	1.805051063	3.039191159
ENSMUSG00000049536	5.415589858	4.452301583	7.07905389	6.919362409	7.364193962
ENSMUSG00000049537	60.79556012	73.73543039	76.26876128	73.59164533	72.94058782
ENSMUSG00000049539	3.239462427	1.820791991	1.11012436	1.933983282	2.425508329
ENSMUSG00000049550	217.7858442	195.5557179	217.4717532	168.8439034	285.9177529
ENSMUSG00000049551	0.519303137	0.358842217	0.466574006	0.830896521	1.607264555
ENSMUSG00000049553	63.52808377	66.65161922	63.65517435	62.57510353	77.76238148
ENSMUSG00000049555	1.434265807	0.850588959	2.180026823	1.060109355	1.98716345
ENSMUSG00000049556	0.234922848	0.132904525	0.128710071	0.186235427	0
ENSMUSG00000049562	2.324499756	1.727758823	1.681275299	1.976960688	1.285811644
ENSMUSG00000049571	0.024728721	0.093033167	0.112621312	0	0.087668976
ENSMUSG00000049577	6.441831772	5.488956877	5.655198732	5.257569367	5.230915553
ENSMUSG00000049580	1.557909411	1.475240226	1.271011948	1.23201898	0.730574798
ENSMUSG00000049588	5.687605787	4.252944795	6.467681054	6.675823774	8.533113639
ENSMUSG00000049600	3.140547543	3.641583981	3.19361863	3.380889293	3.565205013
ENSMUSG00000049606	88.82556516	84.14185469	92.18054378	82.41633942	110.6382474
ENSMUSG00000049624	5.551597823	4.824434252	5.333423556	5.959533669	6.10760531
ENSMUSG00000049625	0.865505228	0.983493484	1.238834431	0.673312698	1.694933531
ENSMUSG00000049630	0.061821802	0.079742715	0.040221897	0.014325802	0
ENSMUSG00000049641	0.160736685	0.05316181	0.008044379	0	0
ENSMUSG00000049643	16.3333201	18.72624755	15.17974397	14.45473431	22.15102787
ENSMUSG00000049657	5.675241427	5.768056379	5.888485736	6.059814284	7.218079003
ENSMUSG00000049658	26.83066208	33.23942167	27.72093148	29.66873613	39.53870806
ENSMUSG00000049659	20.6732106	21.61027574	19.67655206	19.58337146	26.82670658
ENSMUSG00000049670	0.692404183	0.598070362	0.547017801	0.530054677	1.052027709
ENSMUSG00000049672	10.22532606	9.981129817	10.5140039	9.469355181	10.31571615
ENSMUSG00000049676	0.318629568	0.132904525	0.225081736	0.222049932	0.555236846
ENSMUSG00000049680	48.61666512	45.90522289	48.25823214	46.84537283	61.16372208
ENSMUSG00000049686	6.231637645	6.871163935	7.408873446	6.690149576	8.474667655
ENSMUSG00000049687	0.778954706	0.943622126	0.498751524	0.902525532	1.081250701
ENSMUSG00000049690	4.080238934	5.249728732	4.85880517	4.928075919	7.071964043
ENSMUSG00000049709	26.21244406	24.42785167	28.27599366	26.87520472	28.84309302
ENSMUSG00000049717	5.78652067	5.701604116	5.647154353	6.117117492	7.48108593
ENSMUSG00000049721	0.098914883	0.039871357	0.048266277	0.028651604	0.233783935
ENSMUSG00000049723	0.123643604	0.15948543	8.953394295	0.186235427	0.14611496
ENSMUSG00000049728	3.993688411	3.056804072	3.46712753	3.681731137	4.149664852
ENSMUSG00000049734	7.095535507	6.742113642	7.221198074	6.56680442	9.471171679
ENSMUSG00000049739	21.05650577	19.41735108	18.6468715	17.17663671	19.81318852
ENSMUSG00000049744	0.890233949	0.903750769	0.764216045	1.160389969	0.993581725
ENSMUSG00000049751	55.52933174	45.14088896	59.56275721	53.50687081	64.02465298
ENSMUSG00000049755	19.3007666	16.42699927	18.61469398	18.22242026	23.4952855
ENSMUSG00000049760	69.12913904	53.26813356	72.49594734	61.77285861	63.85223733
ENSMUSG00000049764	7.937919381	7.42936294	7.690426726	7.091272034	10.57872307
ENSMUSG00000049775	173.2370537	153.1724649	165.0545769	196.8508465	170.8960567
ENSMUSG00000049791	41.44533608	78.36050786	38.91066326	36.67405335	49.64986326
ENSMUSG00000049792	11.04137384	11.32346552	11.11733236	10.90193539	11.77686574
ENSMUSG00000049800	30.26795428	30.71423569	30.5284199	27.93531407	38.07755846
ENSMUSG00000049804	10.42315582	10.14061525	4.705961961	6.804755993	7.831761833
ENSMUSG00000049807	11.26393233	11.03107556	10.27267252	8.896323098	11.10473693
ENSMUSG00000049811	0.91496267	0.770846244	0.683772251	0.988480344	0.116891968
ENSMUSG00000049823	2.522329523	2.990351809	1.818029749	2.177521918	2.630069272
ENSMUSG00000049858	22.985346	22.10202248	18.57447208	18.66652012	18.00136302
ENSMUSG00000049866	6.169815843	3.601712624	5.856308218	6.460936742	8.796120566
ENSMUSG00000049871	0.964420112	0.837298507	0.941192392	0.673312698	1.402703612
ENSMUSG00000049872	1.570273772	1.488530678	1.262967569	1.475557615	1.22736566
ENSMUSG00000049878	19.38731712	26.92645674	18.79971471	16.25978537	22.7647107
ENSMUSG00000049881	13.9593629	15.47008669	14.24659595	14.23984728	13.47179927
ENSMUSG00000049882	2.101941269	1.382207059	1.705408437	1.805051063	3.886657925
ENSMUSG00000049891	0.182992534	0.150580827	0.26651029	0.212021871	0.682941321
ENSMUSG00000049892	1.384808366	2.538476425	1.335366984	0.730615907	0.292229919
ENSMUSG00000049904	1.100428076	0.624651267	0.723994148	0.530054677	0.964358733
ENSMUSG00000049907	12.61164762	9.117250405	13.03189466	10.67272256	10.31571615
ENSMUSG00000049922	3.523842716	5.156695564	3.780858328	4.025550387	4.441894771
ENSMUSG00000049929	2.101941269	1.142978914	2.22024872	2.105892907	1.841048491
ENSMUSG00000049932	2.899442515	2.291805627	2.39239844	2.723334977	3.353338322
ENSMUSG00000049939	0.370930812	0.451875385	0.683772251	0.128932219	0.672128814
ENSMUSG00000049940	19.84479845	21.63685665	21.21302853	19.8985391	26.18380075
ENSMUSG00000049950	1.768103538	2.551766877	1.80194099	1.604489834	3.039191159
ENSMUSG00000049957	3.251826787	4.266235248	4.062411607	4.068527793	5.34780752
ENSMUSG00000049960	37.40219023	31.81734325	38.58888808	34.51085723	41.11674962
ENSMUSG00000049969	6.39237433	6.193350858	6.274615948	5.443804794	9.351357412
ENSMUSG00000049985	0.741861624	0.584779909	0.715949768	0.286516042	0.905912749
ENSMUSG00000049988	0.581124939	0.717684434	0.732038527	0.802244917	1.022804717
ENSMUSG00000049999	13.79862621	14.11446054	14.30290661	12.17693178	17.15389625
ENSMUSG00000050002	8.877610772	7.761624252	9.098193124	9.32609716	14.96217186
ENSMUSG00000050010	3.993688411	5.488956877	2.308736894	3.83931496	3.156083127
ENSMUSG00000050014	0.544031858	0.172775882	0.361997074	0.730615907	0.263006927
ENSMUSG00000050017	20.90813345	23.98926674	18.55033894	20.84404204	20.74832426
ENSMUSG00000050022	0.321473371	0.31897086	0.442440868	0.07162901	0
ENSMUSG00000050029	16.06130417	14.9916304	16.28986833	15.056418	20.2515334
ENSMUSG00000050035	0.556396218	0.558199004	0.337863936	0.444099865	0.526013854
ENSMUSG00000050043	81.84848023	78.68891494	90.82514629	87.62734993	98.21555352
ENSMUSG00000050050	0.037093081	0.093033167	0.128710071	0.128932219	0.555236846
ENSMUSG00000050052	2.72015929	2.910609094	2.727044623	2.736228199	4.149664852
ENSMUSG00000050064	5.858481248	6.818002125	6.741189954	7.105597836	5.754007108
ENSMUSG00000050069	0.037093081	0.186066335	0.233287003	0	0
ENSMUSG00000050071	1.950106923	1.818266805	3.479194099	2.368341601	4.704901698
ENSMUSG00000050075	0.148372325	0.199356787	0.096532553	0.085954813	0.379898895
ENSMUSG00000050079	9.495828793	8.678665473	8.575308462	9.354748765	12.59510951
ENSMUSG00000050088	7.975012462	8.851441356	7.36060717	6.933688211	9.000681509
ENSMUSG00000050097	0.074186162	0.026580905	0.064355035	0	0
ENSMUSG00000050103	2.225584873	2.24608647	1.80194099	1.676118844	1.957940458
ENSMUSG00000050105	2.200856152	1.382207059	1.890429164	1.933983282	1.98716345
ENSMUSG00000050106	1.310622203	1.196140724	0.925103633	0.658986896	0.964358733
ENSMUSG00000050107	0.284380289	0.26580905	0.104576932	0.171909625	0.467567871
ENSMUSG00000050122	0.173101046	0.05316181	0.048266277	0.100280615	0.204560943
ENSMUSG00000050132	0.160736685	0.132904525	0.14479883	0.100280615	0
ENSMUSG00000050141	0.024728721	0.132904525	0.201109486	0.085954813	0.14611496
ENSMUSG00000050144	16.3333201	16.33396611	16.41053402	14.75557615	17.76757908
ENSMUSG00000050147	0.642946741	0.744265339	0.337863936	0.487077271	0.584459838
ENSMUSG00000050148	12.32726733	17.15797416	11.14950988	13.79574741	18.17670097
ENSMUSG00000050174	8.370671995	8.665375021	6.620524263	7.291833264	6.10760531
ENSMUSG00000050188	5.4650473	4.997210135	6.049373324	4.1115052	3.50675903
ENSMUSG00000050192	2.077212548	1.355626154	1.906517923	1.876680074	1.490372588
ENSMUSG00000050195	31.66500336	35.60459059	9.855973666	13.07945731	14.77982039
ENSMUSG00000050199	36.38831268	36.13674031	33.04631066	31.5167646	39.21725515
ENSMUSG00000050211	16.71636798	14.30052687	15.244099	15.65810168	17.82602507
ENSMUSG00000050212	3.251826787	2.312538733	2.542023897	3.065721647	3.009968167
ENSMUSG00000050213	5.081752127	5.422504614	5.148402829	5.085659742	6.545950189
ENSMUSG00000050222	1.310622203	1.129688461	0.876837357	1.403928605	1.402703612
ENSMUSG00000050229	4.426441026	4.837724705	4.528985614	4.999704929	9.000681509
ENSMUSG00000050232	0.321473371	0.252518597	0.201109486	0.286516042	0.555236846
ENSMUSG00000050234	4.154425097	7.123682532	4.673784443	3.882292366	3.272975094
ENSMUSG00000050240	2.262677954	1.767630181	2.059361132	2.358170282	3.915880916
ENSMUSG00000050243	0.029550821	0.108848806	0.08438554	0.049853791	0.18001363
ENSMUSG00000050244	13.10622203	15.5232485	14.88210193	14.21119567	16.89088933
ENSMUSG00000050248	3.870044807	4.625077465	3.137307974	3.824989158	4.354225795
ENSMUSG00000050270	1.248800401	1.515111583	1.013591807	0.845222323	0.730574798
ENSMUSG00000050271	8.383036356	7.296458415	6.588346745	5.41515319	5.640037439
ENSMUSG00000050288	3.091090102	3.043513619	1.834118508	2.549992772	2.922299191
ENSMUSG00000050295	3.140547543	1.953696515	0.82857108	2.95111523	1.198142668
ENSMUSG00000050296	9.681294199	9.941258459	9.556722751	11.40333846	14.49460399
ENSMUSG00000050299	0.139593629	0.122803781	0.099106754	0.219614546	0.36090395
ENSMUSG00000050304	0.136007964	0.013290452	0.152843209	0.028651604	0
ENSMUSG00000050310	22.13220513	24.22849488	23.73896367	21.17353549	28.02484925
ENSMUSG00000050312	4.686092594	4.399139773	4.665740064	3.481169908	4.821793666
ENSMUSG00000050315	102.2285318	107.6526651	94.3605706	91.51322375	132.2632614
ENSMUSG00000050323	7.072414153	6.126898596	6.51594733	6.589868961	8.386998679
ENSMUSG00000050332	9.236177224	10.19377706	10.24853938	10.22862269	11.86453472
ENSMUSG00000050334	0.049457442	0.093033167	0.088488174	0.07162901	0.14611496
ENSMUSG00000050335	1.792832259	1.834082443	5.944796392	1.332299594	1.724156523
ENSMUSG00000050345	0.330499354	0.332527121	0.083822434	0.545526544	0
ENSMUSG00000050350	0.037093081	0.172775882	0	0.128932219	0
ENSMUSG00000050357	0.482210056	0.079742715	0.112621312	0.114606417	0
ENSMUSG00000050359	0.185465406	0.039871357	0.024133138	0	0
ENSMUSG00000050368	0.01236436	0.013290452	0.096532553	0.042977406	0.116891968
ENSMUSG00000050370	0.30910901	0.079742715	0.088488174	0.100280615	0
ENSMUSG00000050373	13.41533104	11.73546954	13.08820532	12.50642522	16.2772065
ENSMUSG00000050379	7.641174731	6.525612171	6.749234334	7.435091285	10.05270922
ENSMUSG00000050382	1.557909411	1.063236199	0.989458669	1.489883417	0.61368283
ENSMUSG00000050390	2.485236442	2.312538733	2.163938064	1.475557615	2.016386442
ENSMUSG00000050394	1.100428076	0.704393982	0.651594733	0.988480344	0.233783935
ENSMUSG00000050410	1.570273772	1.727758823	1.536476469	1.017131948	1.694933531
ENSMUSG00000050423	0.272015929	0.544908552	0.265464521	0.114606417	1.081250701
ENSMUSG00000050425	0.098914883	0.132904525	0.040221897	0.085954813	0
ENSMUSG00000050428	4.55008463	4.983919682	3.459083151	3.352237689	7.393416954
ENSMUSG00000050440	12.58642432	5.847799094	0.458529627	0.157583823	0.263006927
ENSMUSG00000050447	0.098914883	0.385423122	0.160887588	0.644661094	0.204560943
ENSMUSG00000050471	8.469586879	8.027433301	8.567264083	8.509526441	10.81250701
ENSMUSG00000050473	0.01236436	0.05316181	0.048266277	0	0
ENSMUSG00000050490	0.052424888	0.041466212	0.125492319	0.015042092	0.120983187
ENSMUSG00000050493	0.148372325	0.066452262	0.128710071	0.114606417	0
ENSMUSG00000050503	61.38904942	43.89836456	53.76863205	58.54955314	79.77876792
ENSMUSG00000050505	0.408023893	1.236012081	0.378085833	0.100280615	0.438344879
ENSMUSG00000050511	0.346202091	0.239228145	0.522884662	0.530054677	0.204560943
ENSMUSG00000050530	15.23289202	16.95861737	14.1902853	11.74715771	14.29004305
ENSMUSG00000050533	0.088776108	0.151909872	0.046979176	0.040685278	0
ENSMUSG00000050538	0.333837731	0.225937692	0.402218971	0.372470854	0.204560943
ENSMUSG00000050541	28.32674969	18.181339	21.19693977	23.00723816	24.98565809
ENSMUSG00000050545	0.544031858	0.478456289	0.402218971	0.730615907	1.052027709
ENSMUSG00000050549	1.471358888	0.983493484	1.641053402	1.189041573	1.490372588
ENSMUSG00000050550	5.700959296	5.754633022	5.870064107	5.438360989	5.211043918
ENSMUSG00000050552	23.22026884	18.84586162	23.77918557	21.48870313	24.51809022
ENSMUSG00000050555	1.755739178	0.717684434	1.142301878	1.246344782	0.847466765
ENSMUSG00000050556	49.49453471	46.37038872	48.65240673	45.9428473	57.16017218
ENSMUSG00000050558	0.197829767	0.066452262	0	0.214887031	0
ENSMUSG00000050565	34.33582885	41.9845394	36.60192636	37.39034345	39.0126942
ENSMUSG00000050567	9.767844721	11.2171419	7.923713729	10.07103887	9.117573477
ENSMUSG00000050578	0.395659533	0.26580905	0.506795903	0.587357886	0.61368283
ENSMUSG00000050587	0.346202091	0.491746742	0.627461595	0.07162901	0.964358733
ENSMUSG00000050592	30.54986169	19.5853424	29.41676711	23.30994235	31.04825999
ENSMUSG00000050600	0.210194127	0.146194977	0.128710071	0.315167646	0.379898895
ENSMUSG00000050605	1.706281736	1.528402036	1.93869544	1.532860824	1.110473693
ENSMUSG00000050608	91.32316597	77.68269478	86.20356987	87.61660558	70.36896453
ENSMUSG00000050612	0.037093081	0.066452262	0.193065106	0.042977406	0.233783935
ENSMUSG00000050619	6.355281249	4.638367918	4.199166057	5.300546773	6.136828302
ENSMUSG00000050621	6.509464823	4.00547657	6.379112437	6.499759666	5.498305929
ENSMUSG00000050623	0.147259532	0.039871357	0	0.100280615	0
ENSMUSG00000050627	64.90052778	65.07005537	66.83270422	65.97031862	87.49363779
ENSMUSG00000050628	12.17914229	10.95904131	10.85991222	10.57573688	12.25933734
ENSMUSG00000050640	1.792832259	1.488530678	1.029680566	1.862354272	2.922299191
ENSMUSG00000050645	0.049457442	0.05316181	0.104576932	0.014325802	0
ENSMUSG00000050663	0.766590345	1.315754796	1.045769325	0.759267511	0.730574798
ENSMUSG00000050666	12.73529122	8.479308686	9.838276031	10.55811614	8.85456655
ENSMUSG00000050668	15.9252962	13.48980927	17.24714948	13.96765704	16.71555137
ENSMUSG00000050675	0.173101046	0.05316181	0.112621312	0.257864438	0
ENSMUSG00000050677	0.482210056	0.398713575	0.394174592	0.286516042	0.438344879
ENSMUSG00000050697	17.32246893	17.27758823	16.21746891	16.17383056	22.67704172
ENSMUSG00000050705	35.52280745	36.72152022	30.72148501	31.73165163	38.95424822
ENSMUSG00000050708	273.8752815	248.1844478	232.0263685	304.7217009	223.1678068
ENSMUSG00000050711	0.037093081	0.451875385	1.029680566	0.085954813	0.263006927
ENSMUSG00000050714	3.46498836	4.617103194	4.449024482	4.276681698	7.51556906
ENSMUSG00000050721	9.73075164	7.283167962	8.518997806	8.351942618	8.883789542
ENSMUSG00000050730	8.840517691	7.801495609	7.288207755	7.06262043	8.942235526
ENSMUSG00000050732	23.55410658	21.61027574	26.44187515	21.60330955	25.89157084
ENSMUSG00000050737	1.421901447	1.422078416	2.244381858	2.60729598	0.584459838
ENSMUSG00000050751	0.136007964	0.05316181	0.056310656	0.042977406	0.175337951
ENSMUSG00000050761	0.584092386	0.1762314	0.123079005	1.018278013	0.058445984
ENSMUSG00000050765	0.123643604	0.066452262	0.072399415	0.200561229	0
ENSMUSG00000050777	7.022956711	6.020574976	5.365601073	5.529759607	7.013518059
ENSMUSG00000050786	3.536207076	3.282741764	3.74063643	3.982572981	3.477536038
ENSMUSG00000050796	1.50845197	1.182850271	1.069902463	1.360951199	1.37348062
ENSMUSG00000050812	198.6334499	209.0455271	207.7460985	184.3873987	254.2108067
ENSMUSG00000050821	12.79711302	11.78863135	11.79306023	15.0707438	16.42332146
ENSMUSG00000050822	0.123643604	0.05316181	0.064355035	0.085954813	0
ENSMUSG00000050830	1.81756098	1.913825158	1.069902463	1.002806146	1.315034636
ENSMUSG00000050840	1.483723249	0.903750769	1.359500122	0.988480344	2.13327841
ENSMUSG00000050846	4.686092594	5.02379104	5.325379176	4.999704929	6.224497278
ENSMUSG00000050854	0.061821802	0.013290452	0.032177518	0.07162901	0
ENSMUSG00000050855	0.272015929	0.465165837	0.41830773	0.487077271	0.818243774
ENSMUSG00000050856	566.164063	389.2906438	615.4835138	522.1611604	564.9973257
ENSMUSG00000050860	21.43757536	19.14994718	14.57054311	19.56875914	20.92687674
ENSMUSG00000050875	0.074186162	0	0.056310656	0	0
ENSMUSG00000050890	4.216246899	3.668164886	3.684325774	4.369369637	4.792570674
ENSMUSG00000050891	7.752453975	6.339545836	7.955891247	6.460936742	8.270106712
ENSMUSG00000050896	0.272015929	0.611360814	0.185020727	0.214887031	0.029222992
ENSMUSG00000050900	0.115730413	0.040668785	0.14142019	0.059452079	0
ENSMUSG00000050908	0.828412147	0.611360814	0.450485248	0.458425667	0.438344879
ENSMUSG00000050910	3.424927833	3.109965882	3.483216289	2.80785721	3.594428005
ENSMUSG00000050912	32.04842217	31.17940153	31.18805901	30.71451968	38.10678146
ENSMUSG00000050914	1.50845197	1.661306561	2.07544989	1.117412563	2.104055418
ENSMUSG00000050919	11.88215035	22.06215113	11.3345306	12.27721239	15.04984084
ENSMUSG00000050921	0.383295173	0.478456289	0.241331383	0.701964302	0
ENSMUSG00000050926	0.037093081	0.013290452	0.040221897	0.028651604	0
ENSMUSG00000050930	6.750940782	4.625077465	5.864352597	4.985379127	7.422639946
ENSMUSG00000050931	1.434265807	1.315754796	1.407766399	0.873873927	0.789020782
ENSMUSG00000050936	1.671537883	1.168762392	1.666795416	1.729697344	1.867641413
ENSMUSG00000050944	0.30910901	0.358842217	0.305686418	0.458425667	0.379898895
ENSMUSG00000050945	5.514504741	6.924325745	5.623021215	5.372175784	6.049159326
ENSMUSG00000050947	20.0797213	17.17126461	17.23106072	17.60641077	20.10541844
ENSMUSG00000050953	362.7085125	285.5453717	400.4331188	439.4583049	447.3163372
ENSMUSG00000050954	3.536207076	3.149837239	2.099583029	3.438192502	3.740542965
ENSMUSG00000050957	0.061821802	0.132904525	0.14479883	0.114606417	0
ENSMUSG00000050965	26.34845203	30.52816936	26.63494026	28.60862677	42.87012914
ENSMUSG00000050967	0.01236436	0.079742715	0.185020727	0	0
ENSMUSG00000050973	2.398685919	1.92711561	2.381136308	2.077241303	2.893076199
ENSMUSG00000050989	23.81375814	22.30137927	21.1084516	19.54039405	20.83599323
ENSMUSG00000050994	0.061821802	0.186066335	0.024133138	0	0
ENSMUSG00000051000	48.23695561	45.19670886	51.1534043	45.06897337	62.24497278
ENSMUSG00000051007	9.025983097	6.63193579	6.38723726	6.962339816	6.224497278
ENSMUSG00000051008	0.395659533	0.146194977	0.233287003	0.014325802	0
ENSMUSG00000051022	3.424927833	2.020148778	2.533979517	3.108699053	2.191724394
ENSMUSG00000051034	3.474385274	4.093459366	4.102633504	4.125831002	5.114023585
ENSMUSG00000051037	1.282678749	1.169559819	1.432221312	1.833702667	0.555236846
ENSMUSG00000051041	3.128183183	2.910609094	3.0488198	2.936789428	2.513177305
ENSMUSG00000051043	7.220786478	5.688313664	7.231897099	5.773298242	6.896626092
ENSMUSG00000051048	0.086550523	0.132904525	0.096532553	0.028651604	0
ENSMUSG00000051054	0.061821802	0.05316181	0.032177518	0.014325802	0.14611496
ENSMUSG00000051065	10.41079146	8.917893618	10.73120215	10.73002577	10.75406102
ENSMUSG00000051067	11.28866105	3.734617149	9.564767131	8.180032993	12.21521062
ENSMUSG00000051074	0.123643604	0.05316181	0.048266277	0.057303208	0.058445984
ENSMUSG00000051076	0.185465406	0.239228145	0.217198244	0.042977406	0.087668976
ENSMUSG00000051098	5.959621716	7.203425247	6.459636675	6.919362409	8.328552695
